id,host_id,neighbourhood_group,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,log_precios
9832882,50640005,44.31,40.73393,-73.9982,1,250,2,0,1,0,5.521460917862246
9833212,15584022,44.31,40.77633,-73.97932,1,80,5,7,1,0,4.382026634673881
9833953,45911716,44.31,40.72804,-73.97638,1,325,3,17,1,0,5.783825182329737
9835402,47785416,44.31,40.78333,-73.94996,1,300,1,0,1,0,5.703782474656201
9835950,2409133,41.11,40.70848,-73.94584,2,44,47,7,1,0,3.784189633918261
9836020,33908393,44.31,40.71982,-74.01134,1,197,1,0,1,0,5.2832037287379885
9836642,50656310,44.31,40.76487,-73.99143,2,60,21,0,1,0,4.0943445622221
9836940,10664416,41.11,40.68735,-73.9196,1,165,3,36,2,274,5.10594547390058
9836960,38064272,41.11,40.68535,-73.95036,2,30,1,3,1,0,3.4011973816621555
9837205,16209547,41.11,40.61634,-74.03378,2,120,2,9,2,365,4.787491742782046
9837588,46080859,41.11,40.68307,-73.92894,1,119,5,13,1,3,4.77912349311153
9838053,48939879,41.11,40.70311,-73.91264,2,39,10,2,1,0,3.6635616461296463
9838145,5904463,44.31,40.72451,-73.98369,1,250,1,0,4,0,5.521460917862246
9838585,18982207,41.11,40.69237,-73.99412,1,130,4,0,1,0,4.867534450455582
9838832,1426080,44.31,40.78763,-73.97204,2,100,3,21,2,0,4.605170185988092
9838920,12745771,44.31,40.85509,-73.93236,2,28,1,1,1,0,3.332204510175204
9839017,3510997,44.31,40.82545,-73.94969,1,149,31,24,1,149,5.003946305945459
9839263,3250450,11.59,40.76036,-73.924,2,39,18,0,18,310,3.6635616461296463
9839378,5657756,44.31,40.72464,-73.98861,1,225,4,7,1,0,5.41610040220442
9839532,11303788,41.11,40.71229,-73.95695,2,100,14,0,1,88,4.605170185988092
9839906,14018666,41.11,40.587,-73.95588,2,45,1,9,1,0,3.8066624897703196
9840355,3242525,44.31,40.73113,-74.00314,1,120,4,1,1,0,4.787491742782046
9841191,25131945,44.31,40.78528,-73.98091,1,99,2,5,1,0,4.59511985013459
9841695,50678424,41.11,40.68777,-73.94793,1,206,1,35,2,365,5.327876168789581
9842117,50638417,44.31,40.79088,-73.94261,1,120,5,52,2,323,4.787491742782046
9842363,50680790,44.31,40.7088,-74.01455,1,275,2,0,1,0,5.616771097666572
9842492,50681342,44.31,40.76542,-73.98702,1,290,2,55,1,0,5.66988092298052
9842780,145616,44.31,40.73238,-73.99517,1,300,3,0,1,0,5.703782474656201
9843277,4210456,44.31,40.80638,-73.96245,1,75,15,0,1,0,4.31748811353631
9843634,3820569,41.11,40.73528,-73.95647,1,80,3,2,1,0,4.382026634673881
9843884,50686888,41.11,40.6682,-73.88541,1,150,30,16,1,365,5.0106352940962555
9843892,92272,44.31,40.73307,-73.9835,2,80,2,23,3,362,4.382026634673881
9843956,50687223,41.11,40.66044,-73.96114,1,70,6,4,1,0,4.248495242049359
9844047,29241227,41.11,40.64689,-73.97446,1,130,4,1,2,0,4.867534450455582
9844161,44791860,41.11,40.66112,-73.95462,2,50,1,0,1,0,3.912023005428146
9844482,9523962,41.11,40.66201,-73.95352,1,125,9,10,1,0,4.8283137373023015
9844509,23806994,41.11,40.6626,-73.96003,1,150,2,1,1,0,5.0106352940962555
9844805,1761447,41.11,40.71032,-73.95345,1,290,6,1,2,95,5.66988092298052
9844892,50690190,44.31,40.72969,-74.00117,1,210,1,0,1,0,5.3471075307174685
9845284,1134635,44.31,40.74251,-73.98414,1,150,2,1,1,0,5.0106352940962555
9845314,2580352,41.11,40.69923,-73.9308,1,129,7,5,1,0,4.859812404361672
9846114,20271650,2.23,40.81192,-73.90949,2,64,3,36,1,1,4.1588830833596715
9846616,21269488,44.31,40.73145,-73.98384,2,100,3,1,1,0,4.605170185988092
9847917,7511881,44.31,40.72608,-73.97843,2,60,2,1,1,0,4.0943445622221
9851704,12871485,41.11,40.68004,-73.94628,1,120,2,9,1,0,4.787491742782046
9853674,16098958,44.31,40.7665,-73.98675,1,180,30,6,96,255,5.19295685089021
9853884,50727041,44.31,40.81536,-73.96246,2,45,15,0,1,0,3.8066624897703196
9853919,7033731,44.31,40.7243,-73.97684,2,90,3,40,1,0,4.499809670330265
9854420,33889947,44.31,40.72767,-74.00344,1,200,2,20,1,0,5.298317366548036
9855028,30283594,44.31,40.76482,-73.98216,1,239,30,0,121,351,5.476463551931511
9855043,5259567,44.31,40.71813,-74.00509,1,139,5,0,1,0,4.9344739331306915
9855273,30283594,44.31,40.76667,-73.98341,1,279,30,0,121,352,5.631211781821365
9855566,43943644,41.11,40.72612,-73.95113,2,95,1,0,1,0,4.553876891600541
9855876,18282,44.31,40.71813,-73.98715,2,70,1,3,1,0,4.248495242049359
9856683,3709185,44.31,40.87045,-73.91765,1,90,5,4,1,0,4.499809670330265
9856995,50729557,41.11,40.6882,-73.95471,2,70,2,63,1,322,4.248495242049359
9857249,8033291,41.11,40.68394,-73.94678,1,94,4,6,1,0,4.543294782270004
9857658,6355999,44.31,40.74387,-74.00134,1,250,2,3,1,0,5.521460917862246
9857920,29941633,44.31,40.71454,-74.00816,1,850,4,0,1,0,6.745236349484363
9857967,1433657,41.11,40.70888,-73.95622,2,85,2,37,2,334,4.442651256490317
9858259,50451849,11.59,40.76993,-73.91762,1,65,2,92,1,12,4.174387269895637
9858642,30283594,44.31,40.76704,-73.98153,1,369,30,1,121,345,5.910796644040527
9858645,7611383,44.31,40.76457,-73.98525,2,200,3,0,1,0,5.298317366548036
9859181,10237786,11.59,40.78274,-73.91318,1,88,3,117,1,192,4.477336814478207
9859888,50750250,44.31,40.80728,-73.94987,1,65,1,3,1,0,4.174387269895637
9860190,30283594,44.31,40.75943,-73.98302,1,239,30,0,121,363,5.476463551931511
9860571,24120303,41.11,40.70848,-73.94945,2,79,1,13,1,0,4.3694478524670215
9860670,30283594,44.31,40.76064,-73.98554,1,239,30,0,121,363,5.476463551931511
9860948,30283594,44.31,40.75864,-73.98197,1,239,30,0,121,363,5.476463551931511
9861196,30283594,44.31,40.76105,-73.98638,1,239,30,1,121,363,5.476463551931511
9861323,50755667,41.11,40.66854,-73.98482,1,120,3,71,3,200,4.787491742782046
9861747,3965200,44.31,40.70629,-74.0098,2,175,3,55,1,26,5.1647859739235145
9861797,5559432,44.31,40.79322,-73.96726,1,200,5,2,1,0,5.298317366548036
9862199,32787246,44.31,40.80383,-73.96793,1,103,3,1,1,0,4.634728988229636
9862831,50761842,44.31,40.74443,-74.00259,1,80,5,0,1,0,4.382026634673881
9862872,50762019,41.11,40.63266,-74.0284,2,80,1,1,1,0,4.382026634673881
9862913,7532013,41.11,40.69431,-73.97316,2,60,3,1,1,0,4.0943445622221
9863097,18900298,41.11,40.72522,-73.95124,2,50,1,0,1,0,3.912023005428146
9863626,11402864,41.11,40.66891,-73.9533,2,50,2,4,1,0,3.912023005428146
9864121,39322,44.31,40.74612,-73.98948,1,145,21,0,1,0,4.976733742420574
9864137,3011547,41.11,40.68651,-73.98624,1,425,14,4,3,205,6.052089168924417
9864199,38795245,44.31,40.73418,-73.99887,1,275,10,0,1,0,5.616771097666572
9864749,50769650,44.31,40.74501,-73.98574,2,150,4,0,1,0,5.0106352940962555
9864900,50770601,44.31,40.75622,-73.96467,1,229,1,0,5,306,5.43372200355424
9864926,50770601,44.31,40.73683,-73.97926,1,200,1,1,5,335,5.298317366548036
9865262,50772475,44.31,40.7201,-73.98984,1,300,3,1,1,0,5.703782474656201
9865344,50772718,41.11,40.63443,-73.96703,2,47,4,2,1,0,3.8501476017100584
9865374,13757674,44.31,40.74807,-74.00209,1,200,3,0,1,0,5.298317366548036
9865506,26920640,44.31,40.73637,-73.98107,1,200,2,2,1,0,5.298317366548036
9865901,109879,44.31,40.76355,-73.98815,1,180,7,5,1,0,5.19295685089021
9866039,314008,44.31,40.75247,-73.97196,1,270,4,8,1,0,5.598421958998375
9866779,50680795,44.31,40.82976,-73.94663,2,30,8,1,1,0,3.4011973816621555
9867629,8013847,41.11,40.70774,-73.94139,1,170,2,17,2,270,5.135798437050262
9872904,29111960,44.31,40.72168,-73.99183,2,55,7,1,1,0,4.007333185232471
9874042,4498059,41.11,40.70419,-73.92114,1,185,2,0,1,0,5.220355825078324
9874418,7410082,41.11,40.72515,-73.9397,2,30,8,1,1,0,3.4011973816621555
9874710,30283594,44.31,40.76118,-73.98535,1,139,30,1,121,306,4.9344739331306915
9875791,14811787,44.31,40.76678,-73.95171,2,101,3,4,2,345,4.61512051684126
9875822,36830075,44.31,40.8292,-73.94874,2,85,4,0,2,0,4.442651256490317
9876335,37401126,41.11,40.64165,-73.94062,2,50,2,32,4,362,3.912023005428146
9876492,22967540,41.11,40.70079,-73.92095,2,38,7,3,1,0,3.6375861597263857
9876971,1869332,41.11,40.71947,-73.95677,1,219,30,3,3,36,5.389071729816501
9877776,48059119,44.31,40.74673,-73.98667,2,325,1,0,3,360,5.783825182329737
9879167,1090021,41.11,40.714,-73.94062,1,100,20,0,1,51,4.605170185988092
9879216,5229579,41.11,40.71811,-73.96222,2,69,3,0,3,0,4.23410650459726
9879235,50831724,44.31,40.76234,-73.98732,1,275,2,6,1,0,5.616771097666572
9879556,30283594,44.31,40.76257,-73.95915,1,249,30,1,121,273,5.517452896464707
9879796,30283594,44.31,40.76429,-73.95774,1,249,30,0,121,272,5.517452896464707
9880049,30283594,44.31,40.7655,-73.98308,1,239,30,0,121,352,5.476463551931511
9880140,3460956,44.31,40.85884,-73.93356,1,100,5,13,1,0,4.605170185988092
9880294,2569188,41.11,40.70021,-73.94081,2,49,1,2,1,0,3.8918202981106265
9880495,30283594,44.31,40.76555,-73.98224,1,239,30,0,121,351,5.476463551931511
9880664,21222224,41.11,40.68243,-73.9534,1,150,2,2,2,364,5.0106352940962555
9880673,30283594,44.31,40.76702,-73.9834,1,239,30,0,121,352,5.476463551931511
9880827,30283594,44.31,40.76693,-73.98139,1,239,30,0,121,352,5.476463551931511
9881195,5913612,11.59,40.76197,-73.92208,1,150,1,1,1,0,5.0106352940962555
9881339,23500650,44.31,40.7385,-74.00378,1,200,1,0,1,0,5.298317366548036
9881516,50839249,44.31,40.74836,-73.99031,2,50,7,0,1,0,3.912023005428146
9881685,30283594,44.31,40.76665,-73.98281,1,190,30,1,121,286,5.247024072160486
9882012,5229579,41.11,40.71801,-73.96405,2,59,3,0,3,0,4.07753744390572
9882147,7408257,41.11,40.6948,-73.95101,2,40,15,0,1,0,3.6888794541139363
9882254,50068597,0.76,40.63516,-74.07735,2,52,2,137,3,340,3.9512437185814275
9882271,4483467,41.11,40.73081,-73.95466,1,89,2,2,1,0,4.48863636973214
9882440,30283594,44.31,40.76704,-73.98355,1,369,30,3,121,345,5.910796644040527
9883197,50846116,44.31,40.72156,-73.98866,1,100,5,0,1,0,4.605170185988092
9883768,21966105,41.11,40.72049,-73.95894,2,90,6,2,1,331,4.499809670330265
9883870,22962853,44.31,40.78306,-73.94581,1,115,2,8,1,0,4.74493212836325
9884175,8936829,44.31,40.72282,-73.98908,2,150,20,0,1,0,5.0106352940962555
9884237,16177882,44.31,40.76566,-73.97873,1,400,1,0,1,0,5.991464547107982
9884516,47653056,11.59,40.75342,-73.9237,2,66,7,1,1,0,4.189654742026425
9884725,17108566,44.31,40.73271,-73.98638,1,180,2,0,1,0,5.19295685089021
9885430,40302046,44.31,40.73194,-74.00241,1,149,3,0,1,0,5.003946305945459
9885501,1762558,44.31,40.72143,-73.97892,2,89,2,24,1,0,4.48863636973214
9885815,42453789,44.31,40.74192,-73.99677,1,85,7,0,1,0,4.442651256490317
9885866,37306329,44.31,40.71632,-73.99328,2,67,4,0,1,0,4.204692619390966
9886034,50857647,41.11,40.67797,-73.95397,2,75,14,0,1,0,4.31748811353631
9886606,221266,44.31,40.79108,-73.94642,2,94,2,3,1,0,4.543294782270004
9886735,17023017,41.11,40.66555,-73.95613,2,80,2,0,1,0,4.382026634673881
9887326,33499326,44.31,40.79961,-73.96654,2,70,15,2,1,0,4.248495242049359
9887681,8119817,41.11,40.71821,-73.94116,2,115,2,0,2,121,4.74493212836325
9887763,31534322,11.59,40.7484,-73.94604,2,90,2,59,4,33,4.499809670330265
9888174,56326,41.11,40.65234,-73.95329,1,155,1,1,1,0,5.043425116919247
9894602,10456845,11.59,40.75764,-73.92283,2,65,1,2,2,0,4.174387269895637
9894741,1418854,44.31,40.83021,-73.94765,2,60,2,0,1,0,4.0943445622221
9894820,50894847,44.31,40.7692,-73.96754,1,149,1,1,1,0,5.003946305945459
9895587,31534322,11.59,40.7484,-73.94651,2,70,2,113,4,63,4.248495242049359
9896731,50448556,44.31,40.80489,-73.95171,2,100,2,1,5,0,4.605170185988092
9897418,49120239,44.31,40.81437,-73.93833,1,120,7,0,1,0,4.787491742782046
9898107,50760546,44.31,40.74636,-73.9783,1,150,30,1,31,125,5.0106352940962555
9898409,40709140,41.11,40.68496,-73.94758,1,160,1,0,1,0,5.075173815233827
9898894,19529891,44.31,40.7687,-73.9556,1,135,3,0,1,0,4.90527477843843
9899132,9995094,11.59,40.74691,-73.95348,1,200,3,93,1,86,5.298317366548036
9899499,10836122,41.11,40.72522,-73.94022,2,50,1,1,1,0,3.912023005428146
9899970,2574856,44.31,40.72051,-73.99513,1,225,2,29,1,176,5.41610040220442
9900100,34991003,41.11,40.6458,-73.92384,2,35,7,9,3,326,3.5553480614894135
9900120,50914877,44.31,40.8185,-73.9442,2,45,4,1,1,0,3.8066624897703196
9900224,3879284,44.31,40.77578,-73.97794,2,140,2,16,1,0,4.941642422609304
9900885,1345812,44.31,40.79795,-73.9442,1,160,13,21,1,0,5.075173815233827
9901423,34991003,41.11,40.64604,-73.92511,2,35,3,19,3,272,3.5553480614894135
9901546,914972,41.11,40.67946,-73.96494,1,125,2,7,1,0,4.8283137373023015
9901614,6567286,44.31,40.70844,-74.0124,1,160,3,1,1,0,5.075173815233827
9901706,1904415,44.31,40.77789,-73.97701,1,180,1,0,1,0,5.19295685089021
9902123,50904121,44.31,40.78366,-73.97899,1,179,2,5,1,0,5.187385805840755
9902263,2350080,44.31,40.8004,-73.96849,1,120,9,0,1,0,4.787491742782046
9902314,35407948,41.11,40.73739,-73.95568,2,70,1,2,1,0,4.248495242049359
9902343,5325431,41.11,40.71374,-73.96336,2,68,2,0,1,0,4.219507705176107
9902915,50448556,44.31,40.80519,-73.95091,2,100,6,0,5,0,4.605170185988092
9902932,6079156,44.31,40.73434,-74.00462,1,300,4,104,1,58,5.703782474656201
9903132,50925964,44.31,40.71844,-74.00228,1,152,3,16,1,0,5.0238805208462765
9904386,10396448,44.31,40.72626,-73.97822,2,100,1,4,1,0,4.605170185988092
9904570,3631872,44.31,40.75342,-73.98729,1,200,4,3,1,0,5.298317366548036
9905142,15869370,44.31,40.73036,-73.98673,1,250,7,20,1,13,5.521460917862246
9905474,246710,44.31,40.8235,-73.95139,1,200,2,0,1,0,5.298317366548036
9906178,11940121,44.31,40.73007,-74.00193,1,200,2,2,1,0,5.298317366548036
9906415,50939666,44.31,40.76109,-73.99417,1,245,2,1,1,0,5.501258210544727
9906768,7655328,44.31,40.72791,-73.99997,2,79,1,3,3,0,4.3694478524670215
9907257,50943387,44.31,40.71759,-73.9842,1,175,1,1,1,0,5.1647859739235145
9908067,15381858,41.11,40.68336,-73.96122,2,45,1,0,1,0,3.8066624897703196
9908400,29505367,44.31,40.72738,-73.98076,1,180,3,0,1,0,5.19295685089021
9910133,17131739,44.31,40.7415,-73.98354,1,139,7,1,1,0,4.9344739331306915
9911887,1999466,41.11,40.71432,-73.94615,1,220,2,25,1,5,5.393627546352362
9915508,14537404,41.11,40.69283,-73.98061,2,70,2,6,1,0,4.248495242049359
9915643,33021531,41.11,40.66184,-73.96001,2,99,1,186,1,232,4.59511985013459
9916371,66286,41.11,40.68538,-73.94138,1,120,3,3,2,0,4.787491742782046
9917384,50988308,41.11,40.66896,-73.9918,1,178,2,12,1,0,5.181783550292085
9918524,24919557,44.31,40.80756,-73.96724,2,55,21,0,1,0,4.007333185232471
9918963,50994782,41.11,40.68974,-73.97316,1,124,2,20,1,0,4.820281565605037
9919042,50997070,44.31,40.72964,-73.98095,1,380,1,0,1,0,5.940171252720432
9919518,22954228,41.11,40.65433,-73.96117,2,55,3,0,2,0,4.007333185232471
9919728,50997424,11.59,40.71578,-73.87713,1,250,7,5,2,363,5.521460917862246
9920191,6896056,41.11,40.71569,-73.93735,1,180,7,0,1,0,5.19295685089021
9920363,50997424,11.59,40.70422,-73.8984,1,375,4,5,2,364,5.926926025970411
9920607,15445809,44.31,40.73383,-73.99899,1,200,2,0,1,0,5.298317366548036
9920626,36054372,44.31,40.71401,-73.99063,1,180,1,0,1,0,5.19295685089021
9920941,11546043,41.11,40.65586,-73.95934,2,65,28,11,3,320,4.174387269895637
9921366,51002691,41.11,40.6809,-73.94537,1,65,1,0,1,0,4.174387269895637
9921802,19844147,41.11,40.68125,-73.94044,2,60,3,8,1,296,4.0943445622221
9922513,49964890,44.31,40.76684,-73.98766,2,60,1,1,1,0,4.0943445622221
9922753,51009239,41.11,40.66249,-73.97921,2,45,1,1,1,0,3.8066624897703196
9923319,3400687,41.11,40.65353,-73.95528,2,50,1,0,1,0,3.912023005428146
9923485,5879729,41.11,40.7138,-73.94581,1,74,1,1,2,27,4.30406509320417
9923887,17646340,41.11,40.70293,-73.94279,2,50,7,26,2,0,3.912023005428146
9924665,26714887,41.11,40.73036,-73.95453,2,60,1,3,2,0,4.0943445622221
9925100,29413554,44.31,40.73926,-73.98758,1,150,1,1,1,0,5.0106352940962555
9925373,10799035,41.11,40.70728,-73.94144,2,55,1,0,1,0,4.007333185232471
9925507,2955215,41.11,40.71255,-73.94881,1,40,1,95,1,7,3.6888794541139363
9925760,51021121,44.31,40.7202,-73.98284,2,120,1,1,1,0,4.787491742782046
9926058,46887682,41.11,40.7049,-73.92,2,35,1,1,1,0,3.5553480614894135
9926377,1455309,44.31,40.7274,-73.99991,1,250,3,0,1,0,5.521460917862246
9926520,432318,41.11,40.644,-73.98091,1,85,7,3,1,0,4.442651256490317
9926599,16616941,44.31,40.74807,-73.98091,2,125,1,0,1,0,4.8283137373023015
9926792,6161265,44.31,40.75578,-73.99523,2,146,2,26,1,30,4.983606621708336
9926917,51027744,41.11,40.67621,-73.94913,2,99,1,4,1,342,4.59511985013459
9926940,30283911,41.11,40.69924,-73.92392,2,69,2,1,1,0,4.23410650459726
9927400,22414947,41.11,40.71147,-73.96745,2,70,1,1,1,0,4.248495242049359
9927666,23599716,41.11,40.71896,-73.9592,1,159,3,6,2,0,5.0689042022202315
9928024,27371503,41.11,40.68389,-73.92659,2,40,1,0,1,0,3.6888794541139363
9928031,22553147,41.11,40.71081,-73.94061,2,65,2,15,3,155,4.174387269895637
9928644,10677584,41.11,40.73271,-73.95751,2,45,30,5,4,0,3.8066624897703196
9931841,61042,44.31,40.82198,-73.95418,2,42,5,7,6,24,3.7376696182833684
9933667,31222791,41.11,40.65986,-73.96163,1,100,1,15,1,0,4.605170185988092
9934510,2670322,41.11,40.6894,-73.9518,2,40,2,0,1,0,3.6888794541139363
9934696,51006349,41.11,40.71269,-73.94979,1,175,2,16,1,364,5.1647859739235145
9935095,51024536,41.11,40.59195,-73.94639,2,500,30,0,2,173,6.214608098422191
9935509,12838834,44.31,40.72143,-73.98434,2,90,5,5,2,0,4.499809670330265
9935737,51024536,41.11,40.66565,-73.95006,1,400,30,0,2,173,5.991464547107982
9935888,28565101,41.11,40.67264,-73.98802,1,130,2,45,1,58,4.867534450455582
9935894,19242683,44.31,40.78929,-73.94178,3,70,1,4,1,0,4.248495242049359
9935949,1504702,41.11,40.69353,-73.96784,2,48,1,2,1,0,3.871201010907891
9935992,30283594,44.31,40.70749,-74.01413,1,169,30,2,121,364,5.1298987149230735
9936109,970003,44.31,40.81218,-73.96112,1,200,3,1,1,0,5.298317366548036
9936805,2239025,41.11,40.66495,-73.98989,1,100,3,0,1,0,4.605170185988092
9937307,17543924,41.11,40.68608,-73.92987,2,50,6,8,1,0,3.912023005428146
9937333,1714427,41.11,40.67902,-73.94747,1,80,30,7,1,0,4.382026634673881
9937434,13169974,44.31,40.78048,-73.98211,1,200,1,11,1,0,5.298317366548036
9937547,30283594,44.31,40.76453,-73.95911,1,369,30,0,121,297,5.910796644040527
9937558,50760546,44.31,40.76625,-73.97886,1,215,29,4,31,146,5.3706380281276624
9937667,50760546,44.31,40.76542,-73.97844,1,249,30,5,31,125,5.517452896464707
9938066,50760546,44.31,40.74892,-73.9828,1,110,30,7,31,179,4.700480365792417
9938208,50760546,44.31,40.74909,-73.98253,1,110,30,1,31,145,4.700480365792417
9938594,45928403,41.11,40.69525,-73.90848,2,30,1,0,1,0,3.4011973816621555
9938746,1968682,41.11,40.70926,-73.95037,2,50,2,0,1,0,3.912023005428146
9939029,5417308,41.11,40.66557,-73.97896,1,86,30,1,1,0,4.454347296253507
9940253,51087754,44.31,40.76046,-73.95125,2,79,2,3,1,0,4.3694478524670215
9940337,14314420,41.11,40.66086,-73.98421,1,150,2,21,1,11,5.0106352940962555
9940966,51088203,44.31,40.74676,-73.99562,1,199,4,52,1,1,5.293304824724492
9941890,793833,41.11,40.6793,-73.91968,1,85,2,133,1,34,4.442651256490317
9943111,51099309,44.31,40.86615,-73.92332,2,50,1,0,1,0,3.912023005428146
9943258,20765208,44.31,40.78148,-73.97869,1,140,4,0,1,0,4.941642422609304
9943427,26444500,11.59,40.74024,-73.92428,2,59,1,0,1,0,4.07753744390572
9943776,37441611,44.31,40.78469,-73.9738,1,330,2,119,1,258,5.799092654460526
9943876,19758408,41.11,40.71817,-73.95635,1,175,2,3,1,0,5.1647859739235145
9944013,50615055,44.31,40.71521,-73.99606,2,91,1,1,1,0,4.51085950651685
9944320,19878684,11.59,40.68247,-73.84368,3,25,10,0,1,0,3.2188758248682006
9944415,47060168,41.11,40.69345,-73.93304,1,75,7,2,1,0,4.31748811353631
9944426,51105827,44.31,40.71192,-74.01572,1,225,90,1,1,362,5.41610040220442
9944710,51108205,44.31,40.76322,-73.99354,2,66,2,0,1,0,4.189654742026425
9944808,23193,41.11,40.68818,-73.93826,2,40,1,4,4,365,3.6888794541139363
9944860,663517,44.31,40.71908,-73.98633,1,174,2,142,1,198,5.159055299214529
9945127,14521821,41.11,40.69261,-73.99252,1,200,2,2,1,0,5.298317366548036
9945496,12574877,44.31,40.76443,-73.98728,1,150,1,65,1,186,5.0106352940962555
9945515,8515724,41.11,40.70896,-73.94129,2,102,1,30,3,10,4.624972813284271
9950923,51137245,44.31,40.72778,-73.99899,2,85,2,0,1,0,4.442651256490317
9952636,820010,41.11,40.69233,-73.94204,2,76,1,25,3,141,4.330733340286331
9953403,2361525,41.11,40.67565,-73.91582,3,75,1,2,1,318,4.31748811353631
9953443,3598016,44.31,40.71607,-73.98439,1,135,2,0,1,0,4.90527477843843
9953924,1397160,44.31,40.74238,-73.97652,1,175,2,1,1,0,5.1647859739235145
9954585,201232,41.11,40.71104,-73.96287,1,100,5,3,1,0,4.605170185988092
9955143,40597585,44.31,40.71282,-73.98915,1,145,3,70,1,230,4.976733742420574
9955765,10677584,41.11,40.73343,-73.95638,2,49,3,3,4,244,3.8918202981106265
9955886,16568093,44.31,40.79111,-73.94077,2,50,3,1,1,0,3.912023005428146
9956834,18999923,44.31,40.82011,-73.94434,1,120,3,92,1,32,4.787491742782046
9956933,10338497,44.31,40.78614,-73.95541,2,50,10,0,1,0,3.912023005428146
9957205,3358001,41.11,40.71748,-73.95685,2,50,6,5,1,0,3.912023005428146
9957535,50735735,11.59,40.70249,-73.83251,2,60,2,10,1,0,4.0943445622221
9958322,31534322,11.59,40.74767,-73.94468,2,55,2,107,4,46,4.007333185232471
9958442,10558287,44.31,40.7439,-73.97974,1,199,10,0,1,0,5.293304824724492
9958558,51171909,44.31,40.77481,-73.98144,2,90,20,12,1,23,4.499809670330265
9959328,51176545,11.59,40.77168,-73.9222,1,189,1,0,1,0,5.241747015059643
9959880,29871124,44.31,40.81508,-73.95935,2,49,1,1,1,0,3.8918202981106265
9960135,42741722,44.31,40.82042,-73.95256,2,65,2,5,2,0,4.174387269895637
9965305,887115,41.11,40.67665,-73.95734,2,90,1,1,1,0,4.499809670330265
9966717,51216049,41.11,40.67758,-73.93547,2,49,1,2,1,0,3.8918202981106265
9967218,7461203,41.11,40.68715,-73.96433,1,75,3,4,1,0,4.31748811353631
9967360,51219881,44.31,40.77878,-73.95148,2,100,1,2,1,0,4.605170185988092
9968223,23599716,41.11,40.71901,-73.9594,2,59,3,82,2,0,4.07753744390572
9968402,6172959,44.31,40.70431,-74.0168,1,130,1,0,1,0,4.867534450455582
9969559,3859737,44.31,40.76481,-73.95651,1,225,3,5,1,0,5.41610040220442
9969565,51230222,44.31,40.80541,-73.96576,1,97,1,0,1,0,4.574710978503383
9969773,39695769,41.11,40.66719,-73.98957,1,250,7,0,1,0,5.521460917862246
9970462,28336810,44.31,40.72571,-73.98833,1,150,1,3,1,0,5.0106352940962555
9970995,24332919,41.11,40.72003,-73.94147,2,63,7,1,1,0,4.143134726391533
9971730,31068253,44.31,40.73342,-74.00615,1,200,4,10,1,0,5.298317366548036
9973134,7614268,44.31,40.73299,-74.00444,1,139,7,0,1,0,4.9344739331306915
9973211,51248093,11.59,40.77623,-73.91503,1,250,1,0,1,0,5.521460917862246
9973600,3778297,44.31,40.76455,-73.98855,1,140,5,2,1,0,4.941642422609304
9973654,50928025,44.31,40.7859,-73.9779,2,95,1,1,1,0,4.553876891600541
9973680,33876689,41.11,40.70986,-73.95927,2,55,7,1,1,0,4.007333185232471
9973900,11095923,41.11,40.64722,-73.95987,2,32,10,3,3,0,3.4657359027997265
9975425,4844390,44.31,40.82502,-73.95186,1,110,5,9,1,0,4.700480365792417
9975682,11069084,41.11,40.6465,-73.96066,2,30,1,0,1,0,3.4011973816621555
9976190,46976876,44.31,40.72537,-73.99054,1,250,2,0,2,0,5.521460917862246
9976264,51262617,41.11,40.72722,-73.95247,2,100,2,101,1,284,4.605170185988092
9976536,4829216,41.11,40.64682,-73.98036,1,115,1,0,1,0,4.74493212836325
9976820,6608183,44.31,40.76276,-73.96009,2,90,1,4,1,0,4.499809670330265
9976986,15523549,44.31,40.73491,-74.00578,1,139,2,11,1,49,4.9344739331306915
9977113,8595112,44.31,40.75606,-73.97108,2,150,2,2,2,0,5.0106352940962555
9977283,929983,44.31,40.71854,-74.00439,2,170,5,7,1,6,5.135798437050262
9977322,12573771,44.31,40.71689,-74.00563,2,75,1,0,1,0,4.31748811353631
9978426,5904463,44.31,40.72431,-73.98312,2,120,1,1,4,0,4.787491742782046
9978606,5904463,44.31,40.7237,-73.98223,2,80,1,2,4,0,4.382026634673881
9978664,34010790,41.11,40.68808,-73.9206,2,50,1,0,1,0,3.912023005428146
9978722,5904463,44.31,40.72504,-73.98242,2,100,1,0,4,0,4.605170185988092
9979094,51278789,11.59,40.74071,-73.86498,2,36,16,55,2,110,3.58351893845611
9979270,6837486,44.31,40.75927,-73.98646,1,100,1,0,1,0,4.605170185988092
9979707,936114,44.31,40.77208,-73.98907,2,129,28,22,2,261,4.859812404361672
9984143,51300628,44.31,40.7939,-73.9761,1,199,10,0,1,0,5.293304824724492
9985852,310458,41.11,40.66588,-73.97833,2,60,14,1,2,0,4.0943445622221
9987456,45832664,44.31,40.76059,-73.99475,2,60,1,2,1,0,4.0943445622221
9987543,9148721,41.11,40.68945,-73.94595,2,60,1,2,2,0,4.0943445622221
9988233,404692,11.59,40.76248,-73.91279,1,99,5,15,1,0,4.59511985013459
9988434,3694186,41.11,40.64295,-73.96137,1,101,1,2,1,0,4.61512051684126
9989616,10702860,11.59,40.76498,-73.91765,2,55,10,0,1,0,4.007333185232471
